client_id,canal_principal,score_intensite,niveau_engagement,statut,produits_actuels,opportunites,produit_recommande,canal_recommande
CLI00250,web,0.5025,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI00251,telephone,0.4856,Peu engagé,client_inactif,,,,
CLI00252,app_mobile,0.7681,Très engagé,client_actif,"['sante', 'habitation', 'epargne']","['auto', 'prevoyance']",prevoyance,agence
CLI00253,agence,0.8039,Très engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI00254,app_mobile,0.7219,Engagé,client_actif,"['habitation', 'prevoyance', 'auto', 'sante']",['epargne'],epargne,agence
CLI00255,app_mobile,0.2395,Dormant,client_inactif,,,,
CLI00256,telephone,0.3623,Peu engagé,client_inactif,,,,
CLI00257,app_mobile,0.5438,Engagé,prospect,"['epargne', 'auto', 'sante', 'prevoyance']",['habitation'],habitation,web
CLI00258,app_mobile,0.2107,Dormant,client_inactif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI00259,web,0.7343,Engagé,client_actif,"['sante', 'epargne']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI00260,telephone,0.4034,Peu engagé,prospect,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI00261,web,0.5856,Engagé,client_actif,"['sante', 'prevoyance', 'habitation']","['auto', 'epargne']",epargne,agence
CLI00262,telephone,0.5811,Engagé,client_actif,"['sante', 'habitation', 'prevoyance']","['auto', 'epargne']",epargne,agence
CLI00263,app_mobile,0.5079,Engagé,client_inactif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI00264,agence,0.3917,Peu engagé,client_inactif,"['epargne', 'auto', 'habitation']","['sante', 'prevoyance']",sante,telephone
CLI00265,telephone,0.6162,Engagé,prospect,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI00266,web,0.6736,Engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI00267,app_mobile,0.4527,Peu engagé,client_inactif,,,,
CLI00268,agence,0.4768,Peu engagé,résilié,,,,
CLI00269,agence,0.6721,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI00270,app_mobile,0.4711,Peu engagé,résilié,,,,
CLI00271,agence,0.7812,Très engagé,client_actif,"['epargne', 'sante', 'auto']","['habitation', 'prevoyance']",prevoyance,agence
CLI00272,agence,0.655,Engagé,client_actif,"['habitation', 'epargne']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI00273,telephone,0.4968,Peu engagé,client_inactif,"['epargne', 'habitation', 'auto', 'sante']",['prevoyance'],prevoyance,agence
CLI00274,agence,0.4898,Peu engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI00275,app_mobile,0.7946,Très engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI00276,email,0.6712,Engagé,client_actif,"['prevoyance', 'sante']","['auto', 'habitation', 'epargne']",epargne,agence
CLI00277,app_mobile,0.2939,Peu engagé,client_inactif,,,,
CLI00278,web,0.3067,Peu engagé,client_inactif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI00279,app_mobile,0.5676,Engagé,client_actif,"['auto', 'epargne']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI00280,web,0.7741,Très engagé,client_actif,,,,
CLI00281,web,0.7924,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI00282,web,0.4845,Peu engagé,client_actif,"['sante', 'epargne', 'auto']","['habitation', 'prevoyance']",prevoyance,agence
CLI00283,web,0.8612,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI00284,agence,0.3899,Peu engagé,client_inactif,,,,
CLI00285,web,0.5049,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI00286,web,0.68,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI00287,web,0.5163,Engagé,prospect,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI00288,web,0.7373,Engagé,client_actif,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI00289,web,0.3405,Peu engagé,résilié,,,,
CLI00290,app_mobile,0.8672,Très engagé,client_actif,"['habitation', 'auto', 'prevoyance', 'epargne']",['sante'],sante,telephone
CLI00291,email,0.6227,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI00292,telephone,0.72,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI00293,telephone,0.8393,Très engagé,client_actif,,,,
CLI00294,web,0.4238,Peu engagé,prospect,"['epargne', 'sante']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI00295,web,0.6424,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI00296,web,0.5992,Engagé,client_actif,,,,
CLI00297,agence,0.8109,Très engagé,client_actif,,,,
CLI00298,web,0.5133,Engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI00299,app_mobile,0.5396,Engagé,client_actif,"['prevoyance', 'sante', 'auto', 'habitation', 'epargne']",[],Portefeuille complet,email
CLI00300,web,0.3281,Peu engagé,résilié,,,,
CLI00301,web,0.7069,Engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI00302,email,0.691,Engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI00303,agence,0.439,Peu engagé,client_actif,"['epargne', 'auto', 'habitation']","['sante', 'prevoyance']",sante,telephone
CLI00304,telephone,0.9047,Très engagé,client_actif,"['prevoyance', 'habitation']","['auto', 'sante', 'epargne']",sante,telephone
CLI00305,app_mobile,0.4895,Peu engagé,client_inactif,"['habitation', 'sante', 'prevoyance']","['auto', 'epargne']",epargne,agence
CLI00306,telephone,0.7621,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI00307,agence,0.1992,Dormant,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI00308,telephone,0.4669,Peu engagé,prospect,"['auto', 'epargne']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI00309,web,0.7203,Engagé,client_actif,"['auto', 'epargne', 'habitation']","['sante', 'prevoyance']",sante,telephone
CLI00310,app_mobile,0.5125,Engagé,client_inactif,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI00311,agence,0.7677,Très engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI00312,app_mobile,0.8055,Très engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI00313,telephone,0.6647,Engagé,client_actif,"['prevoyance', 'habitation']","['auto', 'sante', 'epargne']",sante,telephone
CLI00314,email,0.2922,Peu engagé,client_inactif,,,,
CLI00315,app_mobile,0.4834,Peu engagé,prospect,"['auto', 'habitation', 'prevoyance']","['sante', 'epargne']",sante,telephone
CLI00316,app_mobile,0.4759,Peu engagé,client_inactif,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI00317,app_mobile,0.3893,Peu engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI00318,telephone,0.4465,Peu engagé,client_inactif,"['habitation', 'auto', 'prevoyance']","['sante', 'epargne']",sante,telephone
CLI00319,agence,0.7178,Engagé,client_actif,,,,
CLI00320,web,0.3283,Peu engagé,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI00321,app_mobile,0.4906,Peu engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI00322,web,0.3172,Peu engagé,résilié,,,,
CLI00323,agence,0.4432,Peu engagé,prospect,"['epargne', 'habitation', 'sante']","['auto', 'prevoyance']",prevoyance,agence
CLI00324,web,0.4398,Peu engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI00325,app_mobile,0.7466,Engagé,client_actif,"['prevoyance', 'epargne', 'sante']","['auto', 'habitation']",auto,web
CLI00326,agence,0.5699,Engagé,prospect,"['prevoyance', 'epargne']","['auto', 'habitation', 'sante']",sante,telephone
CLI00327,web,0.5113,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI00328,web,0.36,Peu engagé,résilié,,,,
CLI00329,app_mobile,0.349,Peu engagé,résilié,,,,
CLI00330,web,0.5672,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI00331,web,0.4178,Peu engagé,résilié,,,,
CLI00332,email,0.7647,Très engagé,client_actif,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI00333,telephone,0.418,Peu engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI00334,telephone,0.517,Engagé,client_inactif,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI00335,telephone,0.8163,Très engagé,client_actif,"['sante', 'prevoyance', 'auto']","['habitation', 'epargne']",epargne,agence
CLI00336,web,0.246,Dormant,résilié,,,,
CLI00337,web,0.7526,Très engagé,client_actif,"['auto', 'sante', 'prevoyance']","['habitation', 'epargne']",epargne,agence
CLI00338,web,0.7882,Très engagé,client_actif,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI00339,telephone,0.2642,Peu engagé,prospect,"['prevoyance', 'habitation', 'sante']","['auto', 'epargne']",epargne,agence
CLI00340,agence,0.5113,Engagé,prospect,,,,
CLI00341,web,0.6649,Engagé,prospect,"['sante', 'habitation']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI00342,app_mobile,0.2527,Peu engagé,résilié,,,,
CLI00343,app_mobile,0.4565,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI00344,app_mobile,0.1763,Dormant,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI00345,telephone,0.5384,Engagé,client_actif,"['epargne', 'habitation']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI00346,app_mobile,0.6235,Engagé,client_actif,"['habitation', 'epargne']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI00347,telephone,0.6703,Engagé,client_actif,"['sante', 'prevoyance']","['auto', 'habitation', 'epargne']",epargne,agence
CLI00348,app_mobile,0.7041,Engagé,client_actif,"['auto', 'sante', 'prevoyance', 'epargne']",['habitation'],habitation,web
CLI00349,agence,0.8019,Très engagé,client_actif,"['sante', 'habitation']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI00350,telephone,0.3149,Peu engagé,client_inactif,,,,
CLI00351,telephone,0.7343,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI00352,web,0.5814,Engagé,prospect,"['epargne', 'sante']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI00353,web,0.3421,Peu engagé,prospect,"['prevoyance', 'habitation']","['auto', 'sante', 'epargne']",sante,telephone
CLI00354,app_mobile,0.1985,Dormant,prospect,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI00355,app_mobile,0.7417,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI00356,agence,0.294,Peu engagé,résilié,,,,
CLI00357,telephone,0.7963,Très engagé,client_actif,"['prevoyance', 'auto', 'habitation']","['sante', 'epargne']",sante,telephone
CLI00358,web,0.3589,Peu engagé,client_inactif,"['prevoyance', 'habitation', 'epargne']","['auto', 'sante']",sante,telephone
CLI00359,app_mobile,0.7671,Très engagé,client_actif,"['auto', 'epargne']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI00360,web,0.5978,Engagé,client_actif,"['sante', 'prevoyance']","['auto', 'habitation', 'epargne']",epargne,agence
CLI00361,telephone,0.6206,Engagé,prospect,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI00362,email,0.2464,Dormant,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI00363,app_mobile,0.3747,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI00364,web,0.6554,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI00365,agence,0.7658,Très engagé,client_actif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI00366,agence,0.7705,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI00367,app_mobile,0.7813,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI00368,telephone,0.3842,Peu engagé,résilié,,,,
CLI00369,email,0.6548,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI00370,app_mobile,0.7524,Très engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI00371,app_mobile,0.498,Peu engagé,prospect,"['sante', 'prevoyance']","['auto', 'habitation', 'epargne']",epargne,agence
CLI00372,web,0.5613,Engagé,prospect,"['sante', 'epargne']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI00373,app_mobile,0.7457,Engagé,client_actif,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI00374,app_mobile,0.3364,Peu engagé,prospect,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI00375,web,0.411,Peu engagé,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI00376,web,0.3165,Peu engagé,client_inactif,,,,
CLI00377,web,0.4982,Peu engagé,prospect,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI00378,web,0.366,Peu engagé,client_inactif,,,,
CLI00379,app_mobile,0.7332,Engagé,client_actif,,,,
CLI00380,agence,0.8681,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI00381,agence,0.8832,Très engagé,client_actif,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI00382,app_mobile,0.8217,Très engagé,client_actif,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI00383,app_mobile,0.5425,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI00384,telephone,0.8619,Très engagé,client_actif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI00385,app_mobile,0.4015,Peu engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI00386,email,0.3341,Peu engagé,résilié,,,,
CLI00387,app_mobile,0.3276,Peu engagé,prospect,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI00388,agence,0.5243,Engagé,prospect,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI00389,web,0.5235,Engagé,prospect,"['epargne', 'sante', 'habitation']","['auto', 'prevoyance']",prevoyance,agence
CLI00390,agence,0.4875,Peu engagé,client_actif,"['auto', 'sante', 'habitation']","['prevoyance', 'epargne']",prevoyance,agence
CLI00391,telephone,0.5195,Engagé,prospect,"['prevoyance', 'auto', 'epargne']","['habitation', 'sante']",sante,telephone
CLI00392,telephone,0.2512,Peu engagé,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI00393,email,0.747,Engagé,client_actif,"['epargne', 'habitation', 'sante']","['auto', 'prevoyance']",prevoyance,agence
CLI00394,web,0.4319,Peu engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI00395,app_mobile,0.7557,Très engagé,client_actif,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI00396,app_mobile,0.597,Engagé,client_actif,"['habitation', 'epargne', 'prevoyance', 'sante', 'auto']",[],Portefeuille complet,email
CLI00397,app_mobile,0.7347,Engagé,client_actif,"['sante', 'habitation']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI00398,web,0.7112,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI00399,telephone,0.5877,Engagé,client_actif,"['prevoyance', 'sante', 'habitation']","['auto', 'epargne']",epargne,agence
CLI00400,telephone,0.7645,Très engagé,client_actif,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI00401,app_mobile,0.4473,Peu engagé,prospect,"['sante', 'epargne', 'auto']","['habitation', 'prevoyance']",prevoyance,agence
CLI00402,web,0.2267,Dormant,résilié,,,,
CLI00403,web,0.4497,Peu engagé,prospect,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI00404,agence,0.3399,Peu engagé,client_inactif,"['prevoyance', 'auto', 'epargne', 'habitation']",['sante'],sante,telephone
CLI00405,web,0.5164,Engagé,client_inactif,,,,
CLI00406,telephone,0.4992,Peu engagé,client_actif,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI00407,agence,0.4173,Peu engagé,prospect,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI00408,agence,0.3885,Peu engagé,prospect,"['prevoyance', 'sante']","['auto', 'habitation', 'epargne']",epargne,agence
CLI00409,app_mobile,0.8194,Très engagé,client_actif,"['auto', 'epargne']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI00410,web,0.6762,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI00411,telephone,0.4184,Peu engagé,client_inactif,,,,
CLI00412,agence,0.1351,Dormant,résilié,,,,
CLI00413,email,0.5173,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI00414,app_mobile,0.4168,Peu engagé,client_actif,,,,
CLI00415,agence,0.7569,Très engagé,client_actif,"['auto', 'epargne']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI00416,web,0.4662,Peu engagé,client_inactif,,,,
CLI00417,agence,0.6906,Engagé,client_actif,"['epargne', 'habitation']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI00418,agence,0.4752,Peu engagé,prospect,"['epargne', 'habitation', 'prevoyance', 'auto']",['sante'],sante,telephone
CLI00419,agence,0.339,Peu engagé,client_inactif,,,,
CLI00420,agence,0.7152,Engagé,client_actif,"['prevoyance', 'epargne']","['auto', 'habitation', 'sante']",sante,telephone
