interaction_id,client_id,date,canal,type_interaction,duree_minutes,satisfaction,resultat
INT0000388,CLI00051,2024-11-08,app_mobile,paiement,1,8,succès
INT0000389,CLI00051,2024-02-29,app_mobile,ouverture_app,5,8,abandon
INT0000390,CLI00052,2023-12-20,web,souscription,6,6,en_attente
INT0000391,CLI00052,2024-11-25,telephone,reclamation,11,7,succès
INT0000392,CLI00052,2023-02-16,web,visite_site,3,3,abandon
INT0000393,CLI00052,2023-01-08,web,devis_en_ligne,4,7,succès
INT0000394,CLI00052,2023-05-21,agence,reclamation,60,8,succès
INT0000395,CLI00052,2023-05-03,web,espace_client,6,8,en_attente
INT0000396,CLI00052,2023-06-29,web,devis_en_ligne,13,5,succès
INT0000397,CLI00052,2024-05-27,web,souscription,11,3,succès
INT0000398,CLI00052,2023-03-15,web,visite_site,1,3,succès
INT0000399,CLI00052,2024-03-22,web,visite_site,14,6,succès
INT0000400,CLI00052,2023-11-17,web,espace_client,9,5,succès
INT0000401,CLI00053,2024-12-27,agence,rdv_conseiller,51,6,succès
INT0000402,CLI00053,2024-02-19,telephone,reclamation,19,7,succès
INT0000403,CLI00053,2023-06-25,email,reponse_email,4,9,abandon
INT0000404,CLI00054,2024-12-07,web,espace_client,3,6,en_attente
INT0000405,CLI00054,2023-04-19,app_mobile,paiement,5,5,abandon
INT0000406,CLI00054,2024-06-20,app_mobile,consultation_contrat,11,7,en_attente
INT0000407,CLI00054,2023-12-14,app_mobile,declaration_sinistre,2,6,succès
INT0000408,CLI00054,2023-03-20,app_mobile,ouverture_app,2,5,succès
INT0000409,CLI00054,2024-06-27,app_mobile,consultation_contrat,4,7,succès
INT0000410,CLI00054,2023-12-26,app_mobile,declaration_sinistre,4,4,en_attente
INT0000411,CLI00054,2023-04-16,app_mobile,declaration_sinistre,5,10,succès
INT0000412,CLI00054,2023-06-27,web,devis_en_ligne,5,6,succès
INT0000413,CLI00054,2024-10-05,app_mobile,paiement,7,8,succès
INT0000414,CLI00054,2024-11-28,email,email_ignore,4,8,succès
INT0000415,CLI00054,2024-10-04,app_mobile,paiement,11,7,succès
INT0000416,CLI00054,2023-03-11,app_mobile,consultation_contrat,6,7,abandon
INT0000417,CLI00054,2023-10-09,app_mobile,consultation_contrat,13,4,succès
INT0000418,CLI00055,2024-06-03,telephone,resiliation,6,6,succès
INT0000419,CLI00055,2024-04-07,telephone,reclamation,17,7,succès
INT0000420,CLI00055,2023-10-21,telephone,appel_entrant,14,4,succès
INT0000421,CLI00055,2024-09-21,telephone,resiliation,11,7,abandon
INT0000422,CLI00056,2024-04-18,app_mobile,ouverture_app,14,7,abandon
INT0000423,CLI00056,2024-04-05,email,email_clique,9,3,abandon
INT0000424,CLI00056,2023-11-26,email,email_clique,12,5,succès
INT0000425,CLI00056,2023-03-05,app_mobile,consultation_contrat,11,5,succès
INT0000426,CLI00056,2023-03-28,app_mobile,declaration_sinistre,2,3,abandon
INT0000427,CLI00056,2023-02-10,app_mobile,paiement,14,2,en_attente
INT0000428,CLI00057,2024-03-25,telephone,appel_sortant,15,7,succès
INT0000429,CLI00057,2024-01-08,telephone,reclamation,4,7,escalade
INT0000430,CLI00057,2024-02-01,telephone,reclamation,24,6,succès
INT0000431,CLI00057,2024-11-26,telephone,reclamation,25,5,succès
INT0000432,CLI00057,2023-03-09,telephone,resiliation,28,5,abandon
INT0000433,CLI00057,2023-10-18,telephone,appel_sortant,3,6,succès
INT0000434,CLI00057,2023-12-08,telephone,appel_sortant,24,8,abandon
INT0000435,CLI00057,2023-12-25,telephone,resiliation,19,8,succès
INT0000436,CLI00057,2023-05-13,telephone,appel_entrant,17,6,succès
INT0000437,CLI00057,2023-11-14,telephone,reclamation,23,9,escalade
INT0000438,CLI00057,2023-05-11,email,email_ouvert,1,5,succès
INT0000439,CLI00057,2024-10-23,email,email_ignore,13,7,succès
INT0000440,CLI00057,2023-01-19,telephone,appel_sortant,12,9,abandon
INT0000441,CLI00057,2023-08-08,telephone,resiliation,8,7,abandon
INT0000442,CLI00057,2023-07-16,telephone,appel_sortant,9,6,abandon
INT0000443,CLI00057,2023-06-08,telephone,appel_entrant,22,8,succès
INT0000444,CLI00057,2024-06-03,email,email_ouvert,1,5,succès
INT0000445,CLI00057,2024-11-08,telephone,appel_sortant,25,5,abandon
INT0000446,CLI00058,2024-09-03,telephone,appel_sortant,24,7,succès
INT0000447,CLI00058,2023-07-05,email,email_clique,2,9,abandon
INT0000448,CLI00058,2024-03-24,telephone,reclamation,16,3,succès
INT0000449,CLI00058,2024-11-23,telephone,reclamation,16,7,succès
INT0000450,CLI00058,2024-04-04,telephone,appel_sortant,25,9,en_attente
INT0000451,CLI00058,2023-11-13,telephone,appel_sortant,26,4,succès
INT0000452,CLI00058,2024-01-12,email,reponse_email,2,6,succès
INT0000453,CLI00058,2024-04-17,telephone,resiliation,22,9,succès
INT0000454,CLI00058,2023-06-15,email,email_clique,9,9,abandon
INT0000455,CLI00058,2023-09-14,telephone,resiliation,21,8,en_attente
INT0000456,CLI00058,2024-01-16,telephone,appel_entrant,9,9,abandon
INT0000457,CLI00059,2024-12-29,web,souscription,1,4,succès
INT0000458,CLI00059,2023-03-27,agence,renouvellement,61,8,abandon
INT0000459,CLI00059,2024-06-09,app_mobile,paiement,13,7,succès
INT0000460,CLI00059,2023-04-04,app_mobile,paiement,5,4,succès
INT0000461,CLI00059,2023-12-24,telephone,appel_entrant,7,6,en_attente
INT0000462,CLI00059,2024-02-10,app_mobile,declaration_sinistre,14,6,succès
INT0000463,CLI00059,2024-01-31,agence,souscription,82,4,succès
INT0000464,CLI00059,2023-01-29,app_mobile,ouverture_app,11,4,en_attente
INT0000465,CLI00060,2024-10-27,telephone,appel_sortant,16,5,succès
INT0000466,CLI00060,2023-05-21,telephone,resiliation,13,5,abandon
INT0000467,CLI00060,2024-12-13,telephone,resiliation,28,7,en_attente
INT0000468,CLI00060,2024-09-22,telephone,appel_entrant,27,8,succès
INT0000469,CLI00060,2023-01-20,telephone,appel_sortant,18,6,succès
INT0000470,CLI00060,2024-07-15,email,reponse_email,8,7,abandon
INT0000471,CLI00060,2023-04-24,app_mobile,consultation_contrat,8,7,succès
INT0000472,CLI00061,2023-05-05,web,espace_client,2,7,escalade
INT0000473,CLI00061,2024-10-16,telephone,appel_entrant,17,10,succès
INT0000474,CLI00061,2023-04-24,telephone,appel_entrant,25,7,abandon
INT0000475,CLI00061,2024-10-09,web,devis_en_ligne,6,6,abandon
INT0000476,CLI00061,2023-05-28,web,visite_site,1,10,abandon
INT0000477,CLI00061,2024-09-21,web,espace_client,4,4,succès
INT0000478,CLI00062,2023-07-11,web,souscription,3,8,en_attente
INT0000479,CLI00062,2023-03-11,email,email_ouvert,9,6,succès
INT0000480,CLI00062,2024-02-04,web,espace_client,10,6,succès
INT0000481,CLI00063,2024-01-18,web,visite_site,13,7,en_attente
INT0000482,CLI00063,2024-01-01,agence,souscription,56,6,succès
INT0000483,CLI00063,2024-11-03,email,email_ignore,12,6,succès
INT0000484,CLI00063,2023-05-17,web,souscription,11,7,succès
INT0000485,CLI00064,2024-10-20,app_mobile,paiement,1,3,succès
INT0000486,CLI00064,2024-12-13,app_mobile,declaration_sinistre,12,6,abandon
INT0000487,CLI00064,2023-05-19,app_mobile,paiement,1,8,succès
INT0000488,CLI00064,2023-02-07,app_mobile,ouverture_app,9,5,abandon
INT0000489,CLI00064,2023-07-24,agence,reclamation,54,5,succès
INT0000490,CLI00064,2024-06-11,app_mobile,paiement,2,7,escalade
INT0000491,CLI00064,2023-09-17,app_mobile,declaration_sinistre,4,2,succès
INT0000492,CLI00064,2023-10-20,app_mobile,ouverture_app,9,2,succès
INT0000493,CLI00064,2024-11-02,app_mobile,ouverture_app,14,3,succès
INT0000494,CLI00064,2024-01-12,app_mobile,paiement,7,7,succès
INT0000495,CLI00064,2024-03-26,telephone,reclamation,25,6,abandon
INT0000496,CLI00064,2023-07-11,app_mobile,paiement,12,7,succès
INT0000497,CLI00064,2024-01-12,email,email_ignore,14,8,succès
INT0000498,CLI00064,2023-03-26,web,espace_client,11,3,succès
INT0000499,CLI00064,2024-09-08,app_mobile,consultation_contrat,14,6,succès
INT0000500,CLI00064,2023-11-25,app_mobile,consultation_contrat,3,5,succès
INT0000501,CLI00065,2024-11-07,agence,renouvellement,30,5,succès
INT0000502,CLI00065,2024-09-09,app_mobile,paiement,2,6,succès
INT0000503,CLI00065,2023-12-26,agence,reclamation,63,5,abandon
INT0000504,CLI00065,2024-09-21,agence,rdv_conseiller,74,7,abandon
INT0000505,CLI00065,2023-03-18,telephone,reclamation,23,6,succès
INT0000506,CLI00065,2024-06-09,app_mobile,ouverture_app,1,7,en_attente
INT0000507,CLI00065,2023-05-27,telephone,appel_entrant,7,9,escalade
INT0000508,CLI00065,2023-05-10,agence,reclamation,82,5,abandon
INT0000509,CLI00065,2024-01-06,agence,rdv_conseiller,17,7,succès
INT0000510,CLI00065,2024-09-11,agence,renouvellement,27,6,succès
INT0000511,CLI00065,2024-01-15,agence,rdv_conseiller,38,9,succès
INT0000512,CLI00065,2024-08-10,agence,reclamation,36,10,succès
INT0000513,CLI00065,2024-02-12,agence,reclamation,20,7,abandon
INT0000514,CLI00065,2023-09-13,web,devis_en_ligne,14,6,succès
INT0000515,CLI00065,2024-05-26,agence,rdv_conseiller,85,8,succès
INT0000516,CLI00065,2023-09-26,telephone,appel_sortant,10,8,succès
INT0000517,CLI00065,2024-09-18,agence,renouvellement,74,8,en_attente
INT0000518,CLI00065,2023-07-24,agence,rdv_conseiller,78,8,en_attente
INT0000519,CLI00065,2024-04-07,agence,renouvellement,82,7,escalade
INT0000520,CLI00065,2023-03-31,agence,reclamation,24,7,abandon
INT0000521,CLI00065,2024-12-27,agence,reclamation,37,7,succès
INT0000522,CLI00065,2023-11-04,app_mobile,consultation_contrat,3,10,abandon
INT0000523,CLI00065,2024-06-04,agence,souscription,65,6,succès
INT0000524,CLI00065,2023-05-23,agence,renouvellement,52,8,succès
INT0000525,CLI00066,2023-01-27,agence,reclamation,86,9,abandon
INT0000526,CLI00066,2024-04-23,email,email_clique,1,6,succès
INT0000527,CLI00066,2024-09-18,web,souscription,14,7,en_attente
INT0000528,CLI00066,2024-02-12,telephone,resiliation,6,6,escalade
INT0000529,CLI00067,2024-02-24,web,devis_en_ligne,3,6,abandon
INT0000530,CLI00067,2023-11-21,telephone,resiliation,18,6,en_attente
INT0000531,CLI00067,2024-11-27,web,devis_en_ligne,11,10,abandon
INT0000532,CLI00067,2024-07-18,app_mobile,declaration_sinistre,8,8,succès
INT0000533,CLI00067,2024-03-19,web,visite_site,2,6,succès
INT0000534,CLI00067,2023-05-08,web,souscription,14,8,succès
INT0000535,CLI00067,2023-06-18,web,devis_en_ligne,5,8,succès
INT0000536,CLI00067,2023-12-21,email,email_ignore,14,5,escalade
INT0000537,CLI00067,2023-03-22,web,souscription,14,4,succès
INT0000538,CLI00067,2023-05-09,email,email_ouvert,13,3,succès
INT0000539,CLI00067,2024-05-29,email,email_clique,10,10,abandon
INT0000540,CLI00067,2023-06-25,email,email_ignore,4,9,abandon
INT0000541,CLI00067,2024-07-31,web,visite_site,6,5,escalade
INT0000542,CLI00067,2023-03-25,web,souscription,6,7,abandon
INT0000543,CLI00067,2024-10-28,web,espace_client,1,8,en_attente
INT0000544,CLI00067,2024-09-24,telephone,reclamation,6,8,succès
INT0000545,CLI00067,2024-10-19,telephone,appel_sortant,13,8,succès
INT0000546,CLI00067,2024-12-02,web,espace_client,9,7,en_attente
INT0000547,CLI00067,2023-03-16,app_mobile,paiement,11,6,succès
INT0000548,CLI00067,2024-03-01,web,devis_en_ligne,14,8,succès
INT0000549,CLI00067,2023-12-15,agence,reclamation,37,9,succès
INT0000550,CLI00067,2023-12-20,app_mobile,consultation_contrat,3,4,succès
INT0000551,CLI00067,2024-06-11,web,souscription,6,1,en_attente
INT0000552,CLI00068,2023-09-05,app_mobile,consultation_contrat,11,5,succès
INT0000553,CLI00068,2024-04-05,app_mobile,ouverture_app,11,3,succès
INT0000554,CLI00068,2023-02-21,app_mobile,paiement,9,2,abandon
INT0000555,CLI00068,2024-09-22,app_mobile,declaration_sinistre,9,5,abandon
INT0000556,CLI00068,2023-12-02,agence,souscription,38,9,en_attente
INT0000557,CLI00068,2023-06-13,app_mobile,paiement,9,5,succès
INT0000558,CLI00068,2024-05-25,telephone,appel_entrant,24,6,succès
INT0000559,CLI00068,2023-04-03,email,reponse_email,14,5,succès
INT0000560,CLI00068,2023-09-04,app_mobile,consultation_contrat,10,9,succès
INT0000561,CLI00068,2023-02-19,app_mobile,paiement,9,5,succès
INT0000562,CLI00068,2024-09-03,telephone,reclamation,26,10,escalade
INT0000563,CLI00068,2024-07-03,app_mobile,ouverture_app,4,6,succès
INT0000564,CLI00068,2024-03-17,app_mobile,consultation_contrat,2,6,succès
INT0000565,CLI00068,2024-01-10,agence,rdv_conseiller,42,7,succès
INT0000566,CLI00068,2024-02-15,app_mobile,declaration_sinistre,7,3,succès
INT0000567,CLI00068,2024-01-07,app_mobile,ouverture_app,12,6,succès
INT0000568,CLI00068,2024-01-31,app_mobile,consultation_contrat,2,4,abandon
INT0000569,CLI00068,2024-09-30,web,devis_en_ligne,12,5,succès
INT0000570,CLI00068,2023-04-10,app_mobile,consultation_contrat,14,6,succès
INT0000571,CLI00068,2024-07-25,app_mobile,declaration_sinistre,5,3,succès
INT0000572,CLI00069,2024-09-08,web,visite_site,13,5,succès
INT0000573,CLI00069,2023-02-16,web,souscription,11,10,succès
INT0000574,CLI00069,2024-04-30,web,devis_en_ligne,3,5,abandon
INT0000575,CLI00069,2024-09-12,app_mobile,consultation_contrat,8,7,succès
INT0000576,CLI00069,2024-09-19,web,espace_client,6,10,abandon
INT0000577,CLI00069,2024-09-23,agence,reclamation,42,6,abandon
INT0000578,CLI00069,2024-06-03,email,reponse_email,9,7,succès
INT0000579,CLI00069,2024-12-26,web,espace_client,13,6,succès
INT0000580,CLI00069,2023-01-18,web,visite_site,8,7,succès
INT0000581,CLI00069,2024-03-02,web,visite_site,10,10,succès
INT0000582,CLI00069,2024-09-03,web,devis_en_ligne,9,3,succès
INT0000583,CLI00069,2023-02-22,web,devis_en_ligne,6,3,abandon
INT0000584,CLI00069,2024-06-20,email,reponse_email,13,6,en_attente
INT0000585,CLI00069,2023-06-01,app_mobile,ouverture_app,7,3,succès
INT0000586,CLI00069,2024-08-09,web,devis_en_ligne,5,9,abandon
INT0000587,CLI00069,2023-01-20,web,espace_client,6,10,succès
INT0000588,CLI00070,2023-06-05,agence,souscription,28,9,succès
INT0000589,CLI00071,2024-02-25,web,espace_client,11,5,succès
INT0000590,CLI00071,2023-03-05,email,email_clique,4,3,succès
INT0000591,CLI00072,2024-07-28,telephone,resiliation,15,9,succès
INT0000592,CLI00072,2024-06-22,telephone,appel_sortant,10,5,en_attente
INT0000593,CLI00073,2024-04-15,agence,reclamation,52,4,abandon
INT0000594,CLI00073,2024-11-23,agence,renouvellement,27,5,succès
INT0000595,CLI00073,2023-07-16,agence,reclamation,58,7,en_attente
INT0000596,CLI00073,2023-08-19,agence,reclamation,72,8,succès
INT0000597,CLI00073,2024-12-22,web,espace_client,14,6,abandon
INT0000598,CLI00073,2023-11-21,web,souscription,9,5,succès
INT0000599,CLI00073,2023-10-22,web,espace_client,2,8,succès
INT0000600,CLI00073,2024-02-09,app_mobile,consultation_contrat,3,6,escalade
INT0000601,CLI00073,2023-02-13,web,visite_site,12,7,abandon
INT0000602,CLI00074,2023-12-21,agence,renouvellement,47,6,succès
INT0000603,CLI00074,2023-08-08,web,souscription,10,5,succès
INT0000604,CLI00074,2024-07-29,app_mobile,ouverture_app,12,5,abandon
INT0000605,CLI00074,2024-09-22,app_mobile,declaration_sinistre,10,2,succès
INT0000606,CLI00075,2023-02-21,email,email_clique,4,4,succès
INT0000607,CLI00075,2024-10-15,telephone,appel_entrant,26,7,succès
INT0000608,CLI00076,2024-02-28,app_mobile,paiement,7,6,succès
INT0000609,CLI00077,2023-04-13,app_mobile,ouverture_app,1,7,abandon
INT0000610,CLI00077,2024-07-17,app_mobile,paiement,12,5,succès
INT0000611,CLI00077,2024-10-30,telephone,resiliation,6,9,abandon
INT0000612,CLI00077,2024-10-28,web,souscription,6,9,escalade
INT0000613,CLI00077,2023-11-25,web,visite_site,2,5,succès
INT0000614,CLI00078,2023-04-02,app_mobile,ouverture_app,3,7,succès
INT0000615,CLI00078,2023-06-29,app_mobile,declaration_sinistre,12,9,escalade
INT0000616,CLI00078,2023-02-07,telephone,resiliation,17,8,succès
INT0000617,CLI00078,2023-07-10,agence,rdv_conseiller,75,6,succès
INT0000618,CLI00078,2023-01-10,app_mobile,ouverture_app,1,10,succès
INT0000619,CLI00078,2023-12-10,app_mobile,paiement,13,5,succès
INT0000620,CLI00078,2023-05-18,telephone,reclamation,17,6,succès
INT0000621,CLI00078,2023-07-17,agence,souscription,56,7,succès
INT0000622,CLI00078,2024-04-14,app_mobile,ouverture_app,2,4,succès
INT0000623,CLI00078,2023-12-12,email,email_clique,5,6,escalade
INT0000624,CLI00078,2023-06-29,telephone,resiliation,23,6,abandon
INT0000625,CLI00078,2024-06-11,app_mobile,paiement,1,9,abandon
INT0000626,CLI00078,2024-11-16,app_mobile,declaration_sinistre,9,6,abandon
INT0000627,CLI00078,2024-05-03,app_mobile,declaration_sinistre,9,2,succès
INT0000628,CLI00078,2023-01-07,app_mobile,declaration_sinistre,2,10,succès
INT0000629,CLI00078,2024-04-02,agence,reclamation,19,9,succès
INT0000630,CLI00078,2024-08-19,web,souscription,13,8,escalade
INT0000631,CLI00078,2024-10-31,app_mobile,declaration_sinistre,3,2,succès
INT0000632,CLI00078,2023-03-05,telephone,reclamation,10,5,succès
INT0000633,CLI00079,2023-06-13,web,souscription,8,3,succès
INT0000634,CLI00079,2024-12-07,web,souscription,7,5,en_attente
INT0000635,CLI00079,2024-01-12,app_mobile,declaration_sinistre,1,7,succès
INT0000636,CLI00079,2024-05-04,web,souscription,4,6,succès
INT0000637,CLI00079,2024-03-01,telephone,appel_sortant,27,8,succès
INT0000638,CLI00079,2023-09-11,email,email_ouvert,5,3,succès
INT0000639,CLI00079,2024-06-22,web,souscription,4,8,succès
INT0000640,CLI00079,2023-03-21,web,visite_site,7,8,succès
INT0000641,CLI00079,2024-07-14,app_mobile,declaration_sinistre,13,5,succès
INT0000642,CLI00079,2023-06-18,web,espace_client,12,5,succès
INT0000643,CLI00079,2023-04-30,email,reponse_email,10,8,succès
INT0000644,CLI00079,2023-04-04,telephone,appel_entrant,17,7,succès
INT0000645,CLI00079,2024-04-09,web,espace_client,4,6,succès
INT0000646,CLI00079,2024-04-12,web,espace_client,6,7,succès
INT0000647,CLI00079,2024-11-19,web,espace_client,3,8,abandon
INT0000648,CLI00079,2023-09-18,app_mobile,ouverture_app,7,5,succès
INT0000649,CLI00079,2023-02-16,web,visite_site,8,9,succès
INT0000650,CLI00079,2024-07-08,web,espace_client,7,4,abandon
INT0000651,CLI00079,2023-02-02,web,devis_en_ligne,11,9,escalade
INT0000652,CLI00079,2023-05-19,telephone,reclamation,17,10,succès
INT0000653,CLI00080,2024-01-27,email,reponse_email,9,10,succès
INT0000654,CLI00080,2024-01-20,email,email_clique,4,4,succès
INT0000655,CLI00080,2024-10-31,web,devis_en_ligne,12,8,en_attente
INT0000656,CLI00080,2024-07-04,email,email_clique,9,7,abandon
INT0000657,CLI00080,2023-08-17,web,souscription,12,8,abandon
INT0000658,CLI00080,2024-04-19,email,reponse_email,2,5,succès
INT0000659,CLI00081,2024-06-28,app_mobile,declaration_sinistre,6,9,abandon
INT0000660,CLI00081,2023-09-11,app_mobile,declaration_sinistre,2,6,abandon
INT0000661,CLI00081,2023-10-10,app_mobile,ouverture_app,2,5,succès
INT0000662,CLI00081,2023-02-02,telephone,appel_entrant,23,8,succès
INT0000663,CLI00081,2023-09-04,app_mobile,ouverture_app,4,4,succès
INT0000664,CLI00082,2024-08-31,web,visite_site,1,7,escalade
INT0000665,CLI00082,2023-09-08,telephone,resiliation,3,6,succès
INT0000666,CLI00082,2023-08-28,web,visite_site,3,8,escalade
INT0000667,CLI00082,2023-05-24,web,souscription,5,6,escalade
INT0000668,CLI00082,2023-08-28,email,email_ignore,1,8,succès
INT0000669,CLI00082,2024-08-14,web,souscription,12,9,succès
INT0000670,CLI00082,2023-08-31,web,devis_en_ligne,7,5,abandon
INT0000671,CLI00082,2024-11-07,web,espace_client,6,7,abandon
INT0000672,CLI00082,2023-11-04,web,devis_en_ligne,6,5,en_attente
INT0000673,CLI00082,2024-10-03,email,reponse_email,3,3,succès
INT0000674,CLI00082,2023-02-18,telephone,reclamation,10,8,succès
INT0000675,CLI00082,2024-12-14,web,devis_en_ligne,10,4,succès
INT0000676,CLI00083,2023-11-04,app_mobile,paiement,13,7,succès
INT0000677,CLI00083,2023-09-04,agence,souscription,21,6,succès
INT0000678,CLI00083,2024-04-19,email,reponse_email,14,6,succès
INT0000679,CLI00083,2024-03-02,app_mobile,declaration_sinistre,13,3,abandon
INT0000680,CLI00084,2024-02-02,web,devis_en_ligne,12,5,succès
INT0000681,CLI00084,2023-12-05,telephone,reclamation,14,6,en_attente
INT0000682,CLI00084,2023-04-05,web,devis_en_ligne,3,6,succès
INT0000683,CLI00084,2023-02-22,web,visite_site,8,6,succès
INT0000684,CLI00084,2023-03-16,web,devis_en_ligne,14,6,abandon
INT0000685,CLI00084,2024-05-05,web,souscription,11,6,succès
INT0000686,CLI00084,2023-11-07,web,devis_en_ligne,2,5,succès
INT0000687,CLI00084,2023-07-14,web,espace_client,11,7,succès
INT0000688,CLI00084,2023-09-06,app_mobile,paiement,8,3,succès
INT0000689,CLI00084,2023-09-03,web,souscription,6,4,succès
